USGS_gage,Long,Lat,HUC8,Watershed,Site_name
USGS-333830090394600,-90.662778,33.641667,8030207,Big Sunflower,"PORTER BAYOU TRIB NO 4 OFF FOX ROAD NR SHAW, MS"
USGS-333840090220801,-90.366754,33.642339,8030207,Big Sunflower,C0112  LEFLORE
USGS-333844090515400,-90.865,33.645556,8030207,Big Sunflower,BOGUE PHALIA AT LITTON MS
USGS-333906090320501,-90.534812,33.651783,8030207,Big Sunflower,G0094  SUNFLOWER
USGS-333914090182201,-90.300641,33.654006,8030207,Big Sunflower,D0056  LEFLORE
USGS-333914090543501,-90.921214,33.65678,8030207,Big Sunflower,O0098  BOLIVAR
USGS-333914091002901,-91.010536,33.652986,8030207,Big Sunflower,N0051  BOLIVAR
USGS-333939090311601,-90.523167,33.658278,8030207,Big Sunflower,H0014  SUNFLOWER
USGS-333939090351301,-90.587036,33.660949,8030207,Big Sunflower,H0111  SUNFLOWER
USGS-333940090370900,-90.618611,33.659444,8030207,Big Sunflower,"JONES BAYOU AT LINN, MS"
USGS-333944090540601,-90.90288,33.661224,8030207,Big Sunflower,O0009  BOLIVAR
USGS-333955090402001,-90.668705,33.670948,8030207,Big Sunflower,Q0063  BOLIVAR
USGS-334016090581701,-90.971215,33.521226,8030207,Big Sunflower,B0036  WASHINGTON
USGS-334024090270201,-90.442311,33.675116,8030207,Big Sunflower,C0077  LEFLORE
USGS-334028090584801,-90.983161,33.684279,8030207,Big Sunflower,N0081  BOLIVAR
USGS-334030090482200,-90.806111,33.675,8030207,Big Sunflower,"EAST BOGUE HASTY NR SKENE, MS"
USGS-334033090574201,-90.970105,33.683723,8030207,Big Sunflower,O0076  BOLIVAR
USGS-334112090470101,-90.781209,33.673447,8030207,Big Sunflower,P0142  BOLIVAR
USGS-334131090293601,-90.493423,33.69206,8030207,Big Sunflower,H0004  SUNFLOWER
USGS-334144090250001,-90.416755,33.695671,8030207,Big Sunflower,C0002  LEFLORE
USGS-334157090313801,-90.527313,33.683171,8030207,Big Sunflower,H0074  SUNFLOWER
USGS-334217090475201,-90.797876,33.704836,8030207,Big Sunflower,L0050  BOLIVAR
USGS-334227090432701,-90.726175,33.704492,8030207,Big Sunflower,M0048  BOLIVAR
USGS-334230090462001,-90.764542,33.716502,8030207,Big Sunflower,L0102  BOLIVAR
USGS-334240090562401,-90.940139,33.711167,8030207,Big Sunflower,K0140 BOLIVAR
USGS-334254090242701,-90.407589,33.708727,8030207,Big Sunflower,C0069  LEFLORE
USGS-334302091001301,-91.011218,33.718445,8030207,Big Sunflower,J0031  BOLIVAR
USGS-334313090492101,-90.831767,33.71928,8030207,Big Sunflower,L0182  BOLIVAR
USGS-334324090262400,-90.44,33.723333,8030207,Big Sunflower,DUGAN BAYOU NEAR RULEVILLE MS
USGS-334334090385101,-90.648983,33.738725,8030207,Big Sunflower,E0060  SUNFLOWER
USGS-334336090331301,-90.554814,33.724919,8030207,Big Sunflower,F0006  SUNFLOWER
USGS-334340090303801,-90.52148,33.736781,8030207,Big Sunflower,F0093  SUNFLOWER
USGS-334347090361501,-90.60426,33.73067,8030207,Big Sunflower,E0063  SUNFLOWER
USGS-334348090432401,-90.723267,33.729553,8030207,Big Sunflower,M0208  BOLIVAR
USGS-334350090242701,-90.4062,33.73706,8030207,Big Sunflower,A0084  LEFLORE
USGS-334402090395400,-90.665833,33.735,8030207,Big Sunflower,"UNNAMED TRIBUTARY DARR BAYOU NR CLEVELAND, MS"
USGS-334414090565601,-90.945105,33.740945,8030207,Big Sunflower,K0073  BOLIVAR
USGS-334418090212501,-90.350088,33.744004,8030207,Big Sunflower,A0073  LEFLORE
USGS-334420090444001,-90.745169,33.738214,8030207,Big Sunflower,M0050  BOLIVAR
USGS-334430090395801,-90.666762,33.739003,8030207,Big Sunflower,M0170  BOLIVAR
USGS-334515090412501,-90.690374,33.756225,8030207,Big Sunflower,M0110  BOLIVAR
USGS-334527090350400,-90.584444,33.7575,8030207,Big Sunflower,BURRELL BAYOU NEAR RULEVILLE MS
USGS-334536090440001,-90.733611,33.762472,8030207,Big Sunflower,M0053  BOLIVAR
USGS-334547090431201,-90.720097,33.763169,8030207,Big Sunflower,M0034  BOLIVAR
USGS-334547090534701,-90.897603,33.764556,8030207,Big Sunflower,K0062  BOLIVAR
USGS-334554090355302,-90.597972,33.764889,8030207,Big Sunflower,E0161  SUNFLOWER
USGS-334554090355303,-90.597972,33.764889,8030207,Big Sunflower,E0162  SUNFLOWER
USGS-334610090462501,-90.770654,33.776224,8030207,Big Sunflower,L0103  BOLIVAR
USGS-334635090524401,-90.878991,33.776501,8030207,Big Sunflower,K0082  BOLIVAR
USGS-334714090505701,-90.845657,33.784001,8030207,Big Sunflower,L0185  BOLIVAR
USGS-334723090370501,-90.617317,33.78678,8030207,Big Sunflower,E0056  SUNFLOWER
USGS-334736090511601,-90.862114,33.577092,8030207,Big Sunflower,G0044  BOLIVAR
USGS-334738090533901,-90.893714,33.795111,8030207,Big Sunflower,F0029  BOLIVAR
USGS-334747090285000,-90.480556,33.796389,8030207,Big Sunflower,WILD BILL BAYOU NEAR DREW MS
USGS-334800090331001,-90.552871,33.800114,8030207,Big Sunflower,E0011  SUNFLOWER
USGS-334803090501801,-90.838333,33.800833,8030207,Big Sunflower,G0279  BOLIVAR
USGS-334806090234101,-90.410923,33.801226,8030207,Big Sunflower,A0069  LEFLORE
USGS-334806090502800,-90.841194,33.801694,8030207,Big Sunflower,"Agricultural Field Drainage No.1 near Pace, MS"
USGS-334820090273001,-90.467035,33.800114,8030207,Big Sunflower,F0055  SUNFLOWER
USGS-334901090320201,-90.534139,33.81605,8030207,Big Sunflower,D0036  SUNFLOWER
USGS-334906090570801,-90.950383,33.806777,8030207,Big Sunflower,F0130  BOLIVAR
USGS-334909090360601,-90.603428,33.816502,8030207,Big Sunflower,C0042  SUNFLOWER
USGS-334915090334301,-90.555614,33.81995,8030207,Big Sunflower,C0028  SUNFLOWER
USGS-334920090273801,-90.464536,33.815114,8030207,Big Sunflower,D0068  SUNFLOWER
USGS-334920090464101,-90.778155,33.821779,8030207,Big Sunflower,G0159  BOLIVAR
USGS-334930090502501,-90.848157,33.821778,8030207,Big Sunflower,G0089  BOLIVAR
USGS-334938090420901,-90.706764,33.828446,8030207,Big Sunflower,H0006  BOLIVAR
USGS-334939090413401,-90.706208,33.829001,8030207,Big Sunflower,H0027  BOLIVAR
USGS-334956090402201,-90.672778,33.832222,8030207,Big Sunflower,H0210  BOLIVAR (Merigold)
USGS-334957090564301,-90.943439,33.831499,8030207,Big Sunflower,F0020  BOLIVAR
USGS-334957090564302,-90.943439,33.832333,8030207,Big Sunflower,F0157  BOLIVAR
USGS-335008090344501,-90.586205,33.830113,8030207,Big Sunflower,C0018  SUNFLOWER
USGS-335015090430001,-90.721836,33.837758,8030207,Big Sunflower,H0051  BOLIVAR
USGS-335029090310801,-90.513426,33.837336,8030207,Big Sunflower,D0012  SUNFLOWER
USGS-335054090230200,-90.384111,33.848556,8030207,Big Sunflower,"PARKS BAYOU NEAR SWAN LAKE, MS"
USGS-335100090225500,-90.423333,33.818056,8030207,Big Sunflower,"PARKS BAYOU NEAR GLENDORA, MS"
USGS-335100090225700,-90.382312,33.850114,8030207,Big Sunflower,"UNNAMED TRIBUTARY PARKS BAYOU NEAR SWAN LAKE, MS"
USGS-335105090415300,-90.697597,33.850946,8030207,Big Sunflower,MOUND BAYOU NEAR MERIGOLD MS
USGS-335110090425001,-90.710653,33.854557,8030207,Big Sunflower,H0087  BOLIVAR
USGS-335119090553303,-90.925938,33.855388,8030207,Big Sunflower,F0048  BOLIVAR
USGS-335123090472801,-90.782877,33.859001,8030207,Big Sunflower,G0143  BOLIVAR
USGS-335123090564601,-90.946495,33.863165,8030207,Big Sunflower,F0165  BOLIVAR
USGS-335139090222001,-90.372312,33.860948,8030207,Big Sunflower,N0044  TALLAHATCHIE
USGS-335147090511801,-90.855102,33.863166,8030207,Big Sunflower,G0003  BOLIVAR
USGS-335226091004201,-90.976178,33.864675,8030207,Big Sunflower,F0162  BOLIVAR
USGS-335238090241601,-90.404535,33.877336,8030207,Big Sunflower,N0057  TALLAHATCHIE
USGS-335250090454700,-90.763056,33.880556,8030207,Big Sunflower,"UNNAMED TRIBUTARY JONES BAYOU NR MOUND BAYOU, MS"
USGS-335250090573701,-90.960106,33.881776,8030207,Big Sunflower,C0004  BOLIVAR
USGS-335251090462001,-90.772322,33.880945,8030207,Big Sunflower,E0029  BOLIVAR
USGS-335300090530001,-90.878992,33.884555,8030207,Big Sunflower,C0064  BOLIVAR
USGS-335306090251201,-90.419536,33.885669,8030207,Big Sunflower,N0051  TALLAHATCHIE
USGS-335308090362101,-90.605833,33.885556,8030207,Big Sunflower,C0119  SUNFLOWER
USGS-335308090362102,-90.605833,33.885556,8030207,Big Sunflower,C0150  SUNFLOWER
USGS-335318090303001,-90.508414,33.888403,8030207,Big Sunflower,D0086  SUNFLOWER
USGS-335332090252601,-90.423425,33.891225,8030207,Big Sunflower,N0050  TALLAHATCHIE
USGS-335358090342201,-90.572873,33.899557,8030207,Big Sunflower,C0030  SUNFLOWER
USGS-335400090271001,-90.457315,33.902336,8030207,Big Sunflower,B0059  SUNFLOWER
USGS-335400090403701,-90.680375,33.896501,8030207,Big Sunflower,E0110  BOLIVAR
USGS-335401090240601,-90.401758,33.900391,8030207,Big Sunflower,H0092  TALLAHATCHIE
USGS-335408090224600,-90.379581,33.902247,8030207,Big Sunflower,"STATEN BRAKE AT HWY 32 NEAR WEBB, MS"
USGS-335429090415001,-90.697189,33.907914,8030207,Big Sunflower,B0126  BOLIVAR
USGS-335458090287000,-90.48,33.915833,8030207,Big Sunflower,"BEAR BAYOU NEAR PARCHMAN, MS"
USGS-335501090221301,-90.370369,33.917058,8030207,Big Sunflower,H0012  TALLAHATCHIE
USGS-335544090554001,-90.928995,33.930387,8030207,Big Sunflower,C0100  BOLIVAR
USGS-335545090524501,-90.873437,33.927332,8030207,Big Sunflower,C0054  BOLIVAR
USGS-335551090503001,-90.834547,33.93011,8030207,Big Sunflower,D0077  BOLIVAR
USGS-335630090351501,-90.587596,33.941779,8030207,Big Sunflower,A0005  SUNFLOWER
USGS-335632090291000,-90.486111,33.942222,8030207,Big Sunflower,"BEAR BAYOU NR MINOT, MS"
USGS-335643090421101,-90.70121,33.946222,8030207,Big Sunflower,E0092  BOLIVAR
USGS-335708090375101,-90.627875,33.945389,8030207,Big Sunflower,A0043  SUNFLOWER
USGS-335737090270100,-90.448333,33.960833,8030207,Big Sunflower,"QUIVER RIVER NR ROME, MS"
USGS-335749090273300,-90.459167,33.963611,8030207,Big Sunflower,HOMECYPRESS BAYOU NEAR ROME MS
USGS-335754090541101,-90.903056,33.965,8030207,Big Sunflower,"C0156  AERIAL RECHARGE ACTAR2 NEAR GUNNISON, MS"
USGS-335755090284501,-90.482919,33.960061,8030207,Big Sunflower,B0031  SUNFLOWER
USGS-335836090471701,-90.780657,33.981221,8030207,Big Sunflower,D0069  BOLIVAR
USGS-335838090314001,-90.524817,33.978723,8030207,Big Sunflower,B0075  SUNFLOWER
USGS-335846090260201,-90.433982,33.979557,8030207,Big Sunflower,H0001  TALLAHATCHIE
USGS-335853090543701,-90.910383,33.981497,8030207,Big Sunflower,C0140  BOLIVAR
USGS-335907090334601,-90.564818,33.984556,8030207,Big Sunflower,A0039  SUNFLOWER
USGS-335910090532901,-90.891389,33.962778,8030207,Big Sunflower,C0028  BOLIVAR
USGS-335915090423900,-90.710833,33.9875,8030207,Big Sunflower,"HUSHPUCKENA RIVER NR HUSHPUCKENA, MS"
USGS-335945090305701,-90.509261,34.00039,8030207,Big Sunflower,O0018  COAHOMA
USGS-335951090514301,-90.863993,33.992053,8030207,Big Sunflower,A0082  BOLIVAR
USGS-340016090431201,-90.728989,34.011777,8030207,Big Sunflower,B0102  BOLIVAR
USGS-340020090340001,-90.564541,34.010667,8030207,Big Sunflower,N0082  COAHOMA
USGS-340021090341101,-90.568231,34.256328,8030207,Big Sunflower,E0061  COAHOMA
USGS-340023090243001,-90.40676,34.005668,8030207,Big Sunflower,C0034  TALLAHATCHIE
USGS-340026090252601,-90.425093,34.007335,8030207,Big Sunflower,C0030  TALLAHATCHIE
USGS-340030090252501,-90.4235,34.006639,8030207,Big Sunflower,C0041  TALLAHATCHIE
USGS-340036090474400,-90.795556,34.010083,8030207,Big Sunflower,"HUSHPUCKENA RIVER AT DESSON, MS"
USGS-340048090314001,-90.524262,34.015112,8030207,Big Sunflower,O0070  COAHOMA
USGS-340053090310301,-90.515095,34.015112,8030207,Big Sunflower,O0074  COAHOMA
USGS-340058090312001,-90.556485,34.024556,8030207,Big Sunflower,N0079  COAHOMA
USGS-340130090483001,-90.810102,34.010665,8030207,Big Sunflower,A0061  BOLIVAR
USGS-340222090293201,-90.502317,34.038445,8030207,Big Sunflower,O0026  COAHOMA
USGS-340307090352701,-90.594542,34.055666,8030207,Big Sunflower,N0048  COAHOMA
USGS-340404090482001,-90.805659,34.067886,8030207,Big Sunflower,A0084  BOLIVAR
USGS-340413090340301,-90.567953,34.070603,8030207,Big Sunflower,N0096  COAHOMA
USGS-340507090345400,-90.581667,34.085278,8030207,Big Sunflower,HARRIS BAYOU AT MOUTH NEAR COUNTS MS
USGS-340519090430901,-90.719692,34.088722,8030207,Big Sunflower,B0025  BOLIVAR
USGS-340612090410201,-90.693434,34.104553,8030207,Big Sunflower,B0107  BOLIVAR
USGS-340702090491101,-90.819483,34.120522,8030207,Big Sunflower,A0020  BOLIVAR
USGS-340740090391701,-90.656767,34.129553,8030207,Big Sunflower,L0068  COAHOMA
USGS-340745090413101,-90.685656,34.12122,8030207,Big Sunflower,H0073  COAHOMA
USGS-340759090403901,-90.678481,34.133922,8030207,Big Sunflower,H0007  COAHOMA
USGS-340824090411501,-90.681768,34.142608,8030207,Big Sunflower,H0020  COAHOMA
USGS-340944090330801,-90.55232,34.162332,8030207,Big Sunflower,K0073  COAHOMA
USGS-341013090334501,-90.560932,34.170387,8030207,Big Sunflower,J0126  COAHOMA
USGS-341108090432001,-90.723333,34.183889,8030207,Big Sunflower,H0036  COAHOMA
USGS-341110090340001,-90.566765,34.18622,8030207,Big Sunflower,J0030  COAHOMA
USGS-341210090343701,-90.576944,34.202778,8030207,Big Sunflower,J2013 COAHOMA (Clarksdale)
USGS-341210090343703,-90.576944,34.202778,8030207,Big Sunflower,J2013B  COAHOMA
USGS-341212090341501,-90.570932,34.203442,8030207,Big Sunflower,J0009  COAHOMA
USGS-341213090341501,-90.570932,34.20372,8030207,Big Sunflower,J0007  COAHOMA
USGS-341213090341503,-90.570932,34.20372,8030207,Big Sunflower,J0002  COAHOMA
USGS-341229090323001,-90.541765,34.208164,8030207,Big Sunflower,K0048  COAHOMA
USGS-341341090413100,-90.691944,34.228056,8030207,Big Sunflower,RICHES BAYOU NR SHERARD MS
USGS-341342090414601,-90.696213,34.22844,8030207,Big Sunflower,H0079  COAHOMA
USGS-341404090385600,-90.648889,34.234444,8030207,Big Sunflower,"OVERCUP SLOUGH TRIBUTARY NO 1 NEAR FARRELL, MS"
USGS-341442090410601,-90.685102,34.245107,8030207,Big Sunflower,H0078  COAHOMA
USGS-341453090382800,-90.641111,34.248056,8030207,Big Sunflower,"OVERCUP SLOUGH TRIB NO 3 NR FARRELL, MS"
USGS-341526090392600,-90.657222,34.257222,8030207,Big Sunflower,"OVERCUP SLOUGH TRIB NO 4 NR FARRELL, MS"
USGS-341528090421501,-90.675658,34.253995,8030207,Big Sunflower,D0035  COAHOMA
USGS-341545090403001,-90.672694,34.262361,8030207,Big Sunflower,D0011  COAHOMA
USGS-341550090391300,-90.653611,34.263889,8030207,Big Sunflower,"OVERCUP SLOUGH TRIBUTARY NO 2 NEAR FARRELL, MS"
USGS-341600090323101,-90.542877,34.272886,8030207,Big Sunflower,F0006  COAHOMA
USGS-341600090412101,-90.68927,34.266773,8030207,Big Sunflower,D0001  COAHOMA
USGS-341629090391101,-90.656214,34.278995,8030207,Big Sunflower,E0046  COAHOMA
USGS-341654090403801,-90.678159,34.283439,8030207,Big Sunflower,D0041  COAHOMA
USGS-341710090410001,-90.683437,34.286772,8030207,Big Sunflower,D0040  COAHOMA
USGS-341718090402201,-90.672881,34.288439,8030207,Big Sunflower,D0044  COAHOMA
USGS-341806090324501,-90.545933,34.301774,8030207,Big Sunflower,F0056  COAHOMA
USGS-342145090381201,-90.638708,34.370028,8030207,Big Sunflower,B0020  COAHOMA
USGS-342152090375501,-90.632048,34.36455,8030207,Big Sunflower,B0016  COAHOMA
USGS-342153090320301,-90.534267,34.364829,8030207,Big Sunflower,C0045  COAHOMA
USGS-342200090311501,-90.521975,34.367036,8030207,Big Sunflower,C0027  COAHOMA
USGS-342207090373201,-90.625556,34.368611,8030207,Big Sunflower,B0050  COAHOMA
USGS-342241090332901,-90.558157,34.378161,8030207,Big Sunflower,B0001  COAHOMA
21MSWQ_WQX-07288500,-90.543361,33.547222,8030207,Big Sunflower,BIG SUNFLOWER RIVER
21MSWQ_WQX-111A14,-90.70025,34.209083,8030207,Big Sunflower,RICHIES BAYOU
21MSWQ_WQX-111A16,-90.91984,33.85271,8030207,Big Sunflower,LANE BAYOU
21MSWQ_WQX-111A18,-90.66553,33.86074,8030207,Big Sunflower,BEAVER BAYOU
21MSWQ_WQX-111A20,-90.564833,34.268111,8030207,Big Sunflower,BIG SUNFLOWER RIVER
21MSWQ_WQX-111A23,-90.73829,33.55954,8030207,Big Sunflower,PORTER BAYOU
21MSWQ_WQX-111A24,-90.75005,33.57261,8030207,Big Sunflower,PORTER BAYOU
21MSWQ_WQX-111A25,-90.73182,33.5686,8030207,Big Sunflower,PORTER BAYOU
21MSWQ_WQX-111A28,-90.807389,33.416472,8030207,Big Sunflower,SIXMILE BAYOU
21MSWQ_WQX-111A34,-90.653222,33.116083,8030207,Big Sunflower,TWIN LAKES BAYOU
21MSWQ_WQX-111A48,-90.484375,33.658833,8030207,Big Sunflower,PECAN BAYOU
21MSWQ_WQX-111A49,-90.41292,33.52615,8030207,Big Sunflower,TURKEY BAYOU
21MSWQ_WQX-112A05,-90.514543,33.135918,8030207,Big Sunflower,HARD CASH LAKE
21MSWQ_WQX-YZ610,-90.360417,33.551806,8030207,Big Sunflower,LAKE HENRY
21MSWQ_WQX-YZ614,-90.580833,33.866,8030207,Big Sunflower,LONG LAKE
NARS-OWW04440-0773,-90.78,33.23,8030207,Big Sunflower,Bogue Phalia
NARS_WQX-NLA06608-0508,-90.542099,33.858621,8030207,Big Sunflower,Grittman Lake
NARS_WQX-OWW04440-0773,-90.781245,33.23392,8030207,Big Sunflower,BOGUE PHALIA
USGS-07288780,-90.921389,32.8175,8030209,Deer-Steele,"DEER CREEK AT CARY, MS"
USGS-07288815,-90.968159,33.40095,8030209,Deer-Steele,"RED BRIDGE BAYOU NR LELAND, MS"
USGS-07288820,-90.934547,33.269286,8030209,Deer-Steele,"BLACK BAYOU NR ARCOLA, MS"
USGS-07288825,-90.934825,33.212621,8030209,Deer-Steele,"BLACK BAYOU NR ESTILL, MS"
USGS-07288830,-90.923991,33.159289,8030209,Deer-Steele,"BLACK BAYOU NR HOLLANDALE, MS"
USGS-07288834,-91.023161,33.385672,8030209,Deer-Steele,"MAIN CANAL NR SWIFTWATER, MS"
USGS-07288838,-91.007883,33.269286,8030209,Deer-Steele,"MAIN CANAL NR WAYSIDE, MS"
USGS-07288842,-90.948158,33.160399,8030209,Deer-Steele,"GRANICUS BAYOU NR HOLLANDALE, MS"
USGS-07288843,-90.957881,33.122622,8030209,Deer-Steele,"BLACK BAYOU NR PERCY, MS"
USGS-07288844,-91.02705,33.157066,8030209,Deer-Steele,"GRANNY BAKER BAYOU NR JAMES, MS"
USGS-07288847,-90.99816,33.031513,8030209,Deer-Steele,"STEELE BAYOU NR GLEN ALLAN, MS"
USGS-07288860,-91.007605,32.958181,8030209,Deer-Steele,"STEELE BAYOU AT GRACE ROAD AT HOPEDALE, MS"
USGS-0728886910,-90.952778,32.915,8030209,Deer-Steele,"STEELE BAYOU TRIB NO 1 NEAR GRACE, MS"
USGS-07288870,-90.952881,32.911516,8030209,Deer-Steele,"STEELE BAYOU EAST PRONG NR ROLLING FORK, MS"
USGS-311500090572001,-90.955659,33.25012,8030209,Deer-Steele,L0067  WASHINGTON
USGS-324552090573000,-90.958333,32.764444,8030209,Deer-Steele,"DEER CREEK NW OF BLANTON, MS"
USGS-324712090595101,-90.997605,32.786797,8030209,Deer-Steele,C0047  ISSAQUENA
USGS-324728090570600,-90.951667,32.791111,8030209,Deer-Steele,"DEER CREEK SW OF CARY, MS"
USGS-324751090554301,-90.928714,32.79763,8030209,Deer-Steele,G0004  SHARKEY
USGS-324858090562201,-90.942881,32.819019,8030209,Deer-Steele,G0061  SHARKEY
USGS-324951090544900,-90.913611,32.830833,8030209,Deer-Steele,"DEER CREEK NORTH OF CARY, MS"
USGS-325010090592001,-90.993438,32.837351,8030209,Deer-Steele,C0040  ISSAQUENA
USGS-325013090511701,-90.954548,32.845407,8030209,Deer-Steele,E0028  SHARKEY
USGS-325034090542100,-90.905833,32.842778,8030209,Deer-Steele,"DEER CREEK SOUTH OF EGREMONT, MS"
USGS-325152090582701,-90.974271,32.864573,8030209,Deer-Steele,B0051  ISSAQUENA
USGS-325200090533700,-90.893611,32.866667,8030209,Deer-Steele,"DEER CREEK NR EGREMONT, MS"
USGS-325218090532500,-90.890278,32.871667,8030209,Deer-Steele,"DEER CREEK NORTH OF EGREMONT, MS"
USGS-325440090541001,-90.898435,32.909017,8030209,Deer-Steele,E0047  SHARKEY
USGS-325458090571201,-90.953333,32.916167,8030209,Deer-Steele,RICE FIELD PRIOR TO RISERS
USGS-325516090570701,-90.951861,32.921083,8030209,Deer-Steele,A0174  ISSAQUENA
USGS-325532090590501,-90.984826,32.925682,8030209,Deer-Steele,A0086  ISSAQUENA
USGS-325600090551601,-90.926214,32.934016,8030209,Deer-Steele,A0079  ISSAQUENA
USGS-325706090554001,-90.92788,32.951793,8030209,Deer-Steele,A0074  ISSAQUENA
USGS-325723091001901,-91.005382,32.956515,8030209,Deer-Steele,A0093  ISSAQUENA
USGS-325728091002701,-91.0075,32.957778,8030209,Deer-Steele,A0175  ISSAQUENA (Hopedale)
USGS-325741090531701,-90.913435,32.997903,8030209,Deer-Steele,C0064  SHARKEY
USGS-325918090532701,-90.890935,32.988459,8030209,Deer-Steele,C0001  SHARKEY
USGS-325925090573001,-90.958437,32.990403,8030209,Deer-Steele,A0081  ISSAQUENA
USGS-325958090553500,-90.926392,32.999525,8030209,Deer-Steele,"OTTER BAYOU NEAR GRACE, MS"
USGS-330040090570101,-90.950381,33.011236,8030209,Deer-Steele,S0125  WASHINGTON
USGS-330058090570002,-90.950103,33.016236,8030209,Deer-Steele,S0061  WASHINGTON
USGS-330142091000801,-91.002206,33.028214,8030209,Deer-Steele,S0133  WASHINGTON
USGS-330152090595601,-90.998889,33.031111,8030209,Deer-Steele,S0194  WASHINGTON (Glen Allen)
USGS-330212090592401,-90.990104,33.036791,8030209,Deer-Steele,S0104  WASHINGTON
USGS-330403090534801,-90.896768,33.067624,8030209,Deer-Steele,A0060  SHARKEY
USGS-330413090584201,-90.978056,33.069722,8030209,Deer-Steele,S0096  WASHINGTON
USGS-330426090573900,-90.960937,33.074012,8030209,Deer-Steele,STEELE BAYOU NR PANTHER BURN           072888451
USGS-330533090564401,-90.947047,33.091512,8030209,Deer-Steele,S0001  WASHINGTON
USGS-330557091022735,-91.040939,33.099289,8030209,Deer-Steele,LAKE WASHINGTON AT ERWIN
USGS-330606090561401,-90.94038,33.106789,8030209,Deer-Steele,O0064  WASHINGTON
USGS-330613091023401,-91.042884,33.103733,8030209,Deer-Steele,N0029  WASHINGTON
USGS-330627091034101,-91.061495,33.107622,8030209,Deer-Steele,N0039  WASHINGTON
USGS-330717090571701,-90.962326,33.1254,8030209,Deer-Steele,O0068  WASHINGTON
USGS-330735091013700,-91.02705,33.126511,8030209,Deer-Steele,DITCH NO 14 NR ERWIN                   072888425
USGS-330741090514301,-90.862044,33.128178,8030209,Deer-Steele,P0033  WASHINGTON
USGS-330743090580300,-90.967603,33.128733,8030209,Deer-Steele,"STEELE BAYOU [WEIR E] AT YAZOO NWR, MS"
USGS-330820091013801,-91.02455,33.133177,8030209,Deer-Steele,N0078  WASHINGTON
USGS-330830090581600,-90.971215,33.141788,8030209,Deer-Steele,SWAN LAKE TRIBUTARY NR PERCY           072888427
USGS-330830091033001,-91.065384,33.147066,8030209,Deer-Steele,N0064  WASHINGTON
USGS-330837091032601,-91.064829,33.147066,8030209,Deer-Steele,N0068  WASHINGTON
USGS-330845091034302,-91.062051,33.145955,8030209,Deer-Steele,N0035  WASHINGTON
USGS-330849091035901,-91.066495,33.147066,8030209,Deer-Steele,N0111  WASHINGTON
USGS-330904091020501,-91.035661,33.15151,8030209,Deer-Steele,N0085  WASHINGTON
USGS-330910090545001,-90.915657,33.158455,8030209,Deer-Steele,O0063  WASHINGTON
USGS-330918091000301,-91,33.163611,8030209,Deer-Steele,N0084  WASHINGTON
USGS-330952090582901,-90.974826,33.164566,8030209,Deer-Steele,N0073  WASHINGTON
USGS-330956090530601,-90.885656,33.166233,8030209,Deer-Steele,O0043  WASHINGTON
USGS-330956090560801,-90.935658,33.165677,8030209,Deer-Steele,O0035  WASHINGTON
USGS-330956090561601,-90.93788,33.165677,8030209,Deer-Steele,O0013  WASHINGTON
USGS-330956090561602,-90.93788,33.165677,8030209,Deer-Steele,O0014  WASHINGTON
USGS-331006090514301,-90.862044,33.168455,8030209,Deer-Steele,O0053  WASHINGTON
USGS-331011090561002,-90.936213,33.169844,8030209,Deer-Steele,O0007  WASHINGTON
USGS-331028090532401,-90.894268,33.173177,8030209,Deer-Steele,O0024  WASHINGTON
USGS-331058091023601,-91.043439,33.182898,8030209,Deer-Steele,K0030  WASHINGTON
USGS-331101090534401,-90.89899,33.183177,8030209,Deer-Steele,O0001  WASHINGTON
USGS-331118090594201,-90.990382,33.190121,8030209,Deer-Steele,K0080  WASHINGTON
USGS-331122091011800,-91.021772,33.189565,8030209,Deer-Steele,GRANICUS BAYOU NR JAMES                072888401
USGS-331150090573600,-90.960103,33.197343,8030209,Deer-Steele,UNNAMED DITCH NR JAMES                 072888411
USGS-331156090513101,-90.858711,33.19901,8030209,Deer-Steele,M0018  WASHINGTON
USGS-331157090511201,-90.853433,33.199288,8030209,Deer-Steele,M0008  WASHINGTON
USGS-331251090522001,-90.872322,33.214288,8030209,Deer-Steele,L0031  WASHINGTON
USGS-331252090521901,-90.872045,33.214565,8030209,Deer-Steele,L0020  WASHINGTON
USGS-331303091010601,-91.021494,33.21762,8030209,Deer-Steele,K0005  WASHINGTON
USGS-331310091014201,-91.028439,33.219564,8030209,Deer-Steele,K0082  WASHINGTON
USGS-331312091013200,-91.025661,33.22012,8030209,Deer-Steele,GRANICUS BAYOU NR AVON                 072888391
USGS-331317090522701,-90.874267,33.22151,8030209,Deer-Steele,L0050  WASHINGTON
USGS-331317090585001,-90.981215,33.222342,8030209,Deer-Steele,K0067  WASHINGTON
USGS-331319090572701,-90.957603,33.222065,8030209,Deer-Steele,L0120  WASHINGTON
USGS-331334090563201,-90.942325,33.226231,8030209,Deer-Steele,L0101  WASHINGTON
USGS-331454090563301,-90.942603,33.248453,8030209,Deer-Steele,L0036  WASHINGTON
USGS-331518090560501,-90.934825,33.25512,8030209,Deer-Steele,L0085  WASHINGTON
USGS-331547090524501,-90.879267,33.263175,8030209,Deer-Steele,L0027  WASHINGTON
USGS-331601090562801,-90.941214,33.267064,8030209,Deer-Steele,L0153  WASHINGTON
USGS-331604090524601,-90.879545,33.267897,8030209,Deer-Steele,L0025  WASHINGTON
